node_id,node_type,label,definition,body_systems,severity,age_groups,icd_category,is_contagious,inheritance
D00491,Disease,Familial Mediterranean fever,"Familial Mediterranean fever (FMF) is an inherited disorder of the inflammatory response characterized by recurring attacks of fever, accompanied by intense pain in the abdomen, chest, or joints. Attacks usually last 12–72 hours, and can occasionally involve a skin rash. Kidney disease is a serious ",cardiovascular; respiratory; musculoskeletal; immunological,Severe,All ages,Various,No,
D00492,Disease,Familial polyposis,Familial polyposis is an inherited condition that primarily affects the large intestine (colon and rectum). Large numbers of projecting masses of swollen and thickened or tumorous membrane (polyps) develop on the inner lining of this part of the bowel. The polyps eventually become malignant.,gastrointestinal; musculoskeletal; hematological; oncological,Critical,All ages,Various,No,Genetic/Hereditary
D00493,Disease,Fanconi’s syndrome,"Fanconi’s syndrome Genograms help in uncovering intergenerational patterns of behavior, marriage choices, family alliances and conflicts, the existence of family secrets, and other information that sheds light on the family’s present situation. Fanconi’s syndrome",,Unknown,All ages,Various,No,
D00494,Disease,Fasting,"Fasting is voluntarily not eating food for varying lengths of time. Fasting is used as a medical therapy for many conditions. It is also a spiritual practice in many religions. Purpose Fasting can be used for nearly every chronic condition, including allergies, anxiety, arthritis, asthma, depression",cardiovascular; respiratory; gastrointestinal; musculoskeletal,Unknown,All ages,Various,No,
D00495,Disease,Fatigue,"Fatigue is physical and/or mental exhaustion that can be triggered by stress, medication, overwork, or mental and physical illness or disease.",cardiovascular; musculoskeletal; endocrine; renal,Severe,All ages,Various,No,
D00496,Disease,Fecal incontinence,"Fecal incontinence is the inability to control the passage of gas or stools (feces) through the anus. For some people fecal incontinence is a relatively minor problem, as when it is limited to a slight occasional soiling of underwear, but for other people it involves a considerable loss of bowel con",neurological; gastrointestinal; musculoskeletal; renal,Moderate,Adults/Elderly,Various,No,
D00497,Disease,Fecal transplant,"fecal transplantation or more correctly as fecal microbiota transplantation (FMT). Earlier terms for this procedure include fecal bacteriotherapy, stool transplant, fecal enema, and fecal infusion, but these are now considered obsolete. FMT is considered the definitive term as of 2014 and will be us",gastrointestinal; infectious,Unknown,All ages,Various,No,Genetic/Hereditary
D00498,Disease,Feldenkrais method,"The Feldenkrais method is an educational system that allows the body to move and function more efficiently and comfortably. Its goal is to re-educate the nervous system and improve motor ability. The system can accomplish much more, relieving pressure on joints and weak points, allowing the body to ",neurological; musculoskeletal; hematological,Unknown,All ages,Various,No,
D00499,Disease,Female genital mutilation,"Female genital mutilation (FGM)—also called female genital cutting (FGC) or female circumcision— is the cutting or partial or total removal of the external female genitalia. It is performed for cultural or other non medical reasons, most often on girls between the ages of four and 10.",dermatological,Critical,All ages,Various,No,
D00500,Disease,Female orgasmic disorder,Female orgasmic disorder (FOD) is the persistent or recurrent inability to achieve orgasm (climax or sexual release) despite adequate sexual arousal and stimulation. FOD is also called orgasmic dysfunction or anorgasmia. It used to be called ‘‘inhibited sexual orgasm.’’,musculoskeletal; reproductive; psychiatric; hematological,Unknown,All ages,Various,No,
D00501,Disease,Female sexual arousal disorder,Female sexual arousal disorder (FSAD) is a woman’s persistent or recurrent inability to achieve or maintain an adequate lubrication-swelling response during sexual activity. Sometimes FSAD is defined simply as the inability to become sexually aroused or to maintain arousal despite sexual desire. FSA,musculoskeletal; reproductive; psychiatric; hematological,Unknown,All ages,Various,No,
D00502,Disease,http://www.aafp.org/online/en/home.html.,"The occurrence FAS/FASD is independent of race, ethnicity, or gender of the individual. Individuals from different genetic backgrounds exposed to similar amounts of alcohol during pregnancy may show different symptoms of FAS. The reported rates of FAS vary widely among different populations studied ",psychiatric,Critical,Infants,Various,No,Genetic/Hereditary
D00503,Disease,Fever,A fever is any body temperature elevation over 100 F (37.8 C).,neurological; musculoskeletal; immunological; infectious,Unknown,All ages,Various,No,
D00504,Disease,Jill S. Lasker,"Fever evaluation tests, better known as febrile agglutinins tests, are performed to detect the presence of antibodies in the blood that are sensitive to temperature changes. Antibodies are proteins produced by the immune system in response to specific infectious agents, such as viruses or bateria. F",immunological; psychiatric; infectious; hematological,Unknown,All ages,Various,No,
D00505,Disease,Fever of unknown origin,"Fever of unknown origin (FUO) refers to the presence of a documented fever for a specified time, for which a cause has not been found after a basic medical evaluation. The classic criteria developed in 1961 included: temperature greater than 101 F (38.3 C) for at least three weeks, and inability t",neurological; gastrointestinal; immunological; infectious,Severe,All ages,Various,No,
D00506,Disease,Fibrin split products,"Fibrin split products (FSP) are fragments of protein released from a dissolving clot. The fibrin split products test is one of several tests done to evaluate a person with blood-clotting problems (coagulation), particularly disseminated intravascular coagulation (DIC). Purpose High levels of FSP in ",cardiovascular; infectious; hematological; oncological,Severe,All ages,Various,No,
D00507,Disease,Fibroadenoma,Fibroadenoma ‘‘a tumor composed of glandular (related to gland) and fibrous (containing fibers) tissues.’’,endocrine; oncological,Unknown,All ages,Various,No,
D00508,Disease,Most insurance plans cover the costs of diagnosing and treating fibroadenomas.,"Treatment Performed usually in outpatient settings, breast fibroadenomas are removed by lumpectomy, or surgical excision under local or general anesthesia. Sometimes lumps in younger women are not removed but are monitored by self-examination, yearly doctor check-ups, and mammograms. Surgery is gene",neurological; endocrine; psychiatric; hematological,Moderate,All ages,Various,No,
D00509,Disease,Fibromyalgia,"Fibromyalgia is an inflammation of the fibrous or connective tissue (muscles, joints, ligaments, and tendons) of the body. It is characterized by muscle pain, fatigue, and multiple tender points on the body. Many individuals with fibromyalgia describe the symptoms as similar to the aches and pains o",musculoskeletal,Severe,Children; Adults/Elderly,Various,No,Genetic/Hereditary
D00510,Disease,Fibrosis,"Fibrosis is a medical term that refers to the excessive growth of fibrous, scar-like connective tissue in some part of the body.",cardiovascular; respiratory; gastrointestinal; musculoskeletal,Severe,All ages,Various,No,Genetic/Hereditary
D00511,Disease,Fifth disease,Fifth disease is a mild childhood illness caused by the human parvovirus B19 that causes flu-like symptoms and a rash.,musculoskeletal; immunological; dermatological; infectious,Moderate,Children; Adults/Elderly,Various,Yes,
D00512,Disease,Filariasis,"Filiariasis is the name for a group of tropical diseases caused by various thread-like parasitic round worms (nematodes) and their larvae. The larvae transmit the disease to humans through a mosquito bite. Filariasis is characterized by fever, chills, headache, and skin lesions in the early stages a",immunological; dermatological; ophthalmological,Critical,Adults/Elderly,Various,No,
D00513,Disease,Finasteride,"Finasteride is a drug that belongs to the class of androgen inhibitors, which means that it blocks the production of male sex hormones. Purpose Finasteride has two main purposes: the treatment of urinary problems in men caused by benign prostatic hypertrophy (BPH) or enlargement of the prostate glan",endocrine; renal; reproductive,Moderate,All ages,Various,No,
D00514,Disease,Fingertip injuries,"Fingertip trauma covers cuts, accumulation of blood (hematoma), bone breakage, or amputation in the fingertip.",neurological; musculoskeletal; hematological,Unknown,All ages,Various,No,
D00515,Disease,First aid,"First aid is the treatment of minor injuries or conditions, or immediate care or treatment for a medical emergency that is administered while awaiting professional help. Purpose First aid ranges from cleaning and bandaging a minor scrape to saving a life with cardiopulmonary resuscitation (CPR). It ",cardiovascular; respiratory; dermatological; ophthalmological,Moderate,All ages,Various,No,
D00516,Disease,Fish and shellfish poisoning,"Fish and shellfish poisoning is a common but often unrecognized group of illnesses related to food. Three of these illnesses include ciguatera, scombroid, and paralytic shellfish poisoning. Ciguatera",,Unknown,All ages,Various,No,
D00517,Disease,Ciguatera,Ciguatera (from the Spanish word for a poisonous snail) is a food-related illness that causes abdominal and neurological symptoms.,neurological,Critical,All ages,Various,No,
D00518,Disease,Scombroid,"Scombroid is a fish-associated illness caused by eating improperly handled fish. Fish linked to this disease are usually in the Scombridae family, which includes yellowfin tuna, skipjack, bonito, and mackerel.",infectious,Unknown,All ages,Various,No,
D00519,Disease,available.,"Paralytic shellfish poisoning (PSP) is a nervous system disease caused by eating cooked or raw shellfish that contain environmental toxins. These toxins are produced by a group of algae (dinoflagellates). It is unclear whether these toxins are related to the ‘‘blooming’’ of the algae, also called re",psychiatric,Unknown,All ages,Various,No,
D00520,Disease,Fistula,A fistula is a permanent abnormal passageway between two organs in the body or between an organ and the exterior of the body.,cardiovascular; gastrointestinal; dermatological; renal,Unknown,All ages,Various,No,
D00521,Disease,Flea-borne disease,"Flea-borne diseases are zoonoses (diseases transmitted from animals to humans) carried by several species of fleas that live in the fur of wild rodents (rats, mice, prairie dogs, and squirrels); other wild animals (skunks, coyotes, raccoons, rabbits); and domestic pets (cats and dogs). Fleas are vec",neurological; musculoskeletal; immunological; dermatological,Unknown,All ages,Various,Yes,
D00522,Disease,Flesh-eating disease,"Flesh-eating disease is also commonly called necrotizing fasciitis, a rare condition in which bacteria destroy tissues underlying the skin. This tissue death, called necrosis or gangrene, spreads rapidly. This disease can be fatal in as little as 12 to 24 hours.",cardiovascular; neurological; musculoskeletal; immunological,Critical,All ages,Various,No,
D00523,Disease,Flower remedies,"Flower remedies are specially prepared flower essences, containing the healing energy of plants. They are prescribed according to a patient’s emotional disposition, as ascertained by the therapist, doctor, or patients themselves. rather than chemical balances. They have been described as ‘‘liquid en",psychiatric,Severe,All ages,Various,No,
D00524,Disease,Fluke infections,"Fluke infections are diseases of the digestive tract and other organ systems caused by several different species of parasitic flatworms (trematodes) that have G AL E E N CY C LO PE DI A O F M E D IC I NE , 5 T H E DI T IO N The symptoms of fluke infection differ somewhat according to the type of flu",respiratory; gastrointestinal; immunological; dermatological,Severe,All ages,Various,Yes,
D00525,Disease,Fluoroquinolones,"Fluoroquinolones are medicines that kill bacteria or prevent their growth. Purpose Fluoroquinolones are antimicrobials, medicines used to treat infections caused by microorganisms. Physicians prescribe these drugs for bacterial infections in many parts of the body. For example, they are used to trea",respiratory; gastrointestinal; musculoskeletal; dermatological,Severe,All ages,Various,No,
D00526,Disease,Folate,"Folate is a naturally occurring water-soluble vitamin that the body needs to remain healthy. Folic acid is a stable synthetic form of folate that is found in dietary supplements and is added to fortified foods, such as flour and cereal. Humans cannot make folate or folic acid, so they must get it fr",cardiovascular; neurological; gastrointestinal; hematological,Unknown,All ages,Various,No,
D00527,Disease,Folic acid,Folic acid is a water-soluable vitamin belonging to the B-complex group of vitamins. These vitamins help the body break down complex carbohydrates into simple sugars to be used for energy. Excess B vitamins are excreted from the body rather than stored for later use. This is why sufficient daily int,gastrointestinal; hematological,Unknown,All ages,Various,No,
D00528,Disease,Folic acid deficiency anemia,"Folic acid deficiency, an abnormally low level of one of the B vitamins, results in anemia characterized by red blood cells that are large in size but few in number.",cardiovascular; gastrointestinal; dermatological; infectious,Severe,All ages,Various,No,
D00529,Disease,Folliculitis,Folliculitis is inflammation or infection of one or more hair follicles (openings in the skin that enclose hair).,endocrine; dermatological; infectious; hematological,Unknown,All ages,Various,Yes,
D00530,Disease,used without a doctor’s approval.,Food allergies are the body’s abnormal response to specific proteins found in food. These proteins normally are harmless but cause a reaction in some people. They can occur when food is either eaten or touched.,cardiovascular; gastrointestinal; immunological; dermatological,Mild,All ages,Various,No,
D00531,Disease,Food poisoning,"Food poisoning—often called foodborne illness, disease, or infection—is illness caused by eating food or drinking water contaminated with disease-causing bacteria, viruses, parasites, or environmental toxins. Toxins may also be present within the food itself, such as the poisons in some mushrooms. F",gastrointestinal; immunological; psychiatric; infectious,Critical,All ages,Various,No,
D00532,Disease,Foot care,"Foot care involves all aspects of preventative and corrective care of the foot and ankle. Doctors specializing in foot care are called podiatrists. Purpose During an average lifetime, each person walks about 115,000 miles and three-quarters of people have foot problems at some point in their lives. ",neurological; musculoskeletal; endocrine; dermatological,Mild,All ages,Various,No,
D00533,Disease,Foreign objects,"Foreign means ‘‘originating elsewhere’’ or simply ‘‘outside the body.’’ Foreign objects, also known as foreign bodies, typically become lodged in the eyes, ears, nose, airways, and rectum of human beings.",cardiovascular; gastrointestinal; musculoskeletal; immunological,Unknown,Children; Adults/Elderly,Various,No,
D00534,Disease,Forensic medicine,"Forensic medicine—sometimes called medical jurisprudence—is the branch of medicine that deals with the application of medical information and expertise to matters of civil or criminal law. Forensic medicine is also considered a branch of forensic science, which includes disciplines outside medicine ",cardiovascular,Critical,Infants; Adolescents,Various,No,
D00535,Disease,Fracture repair,Fracture repair The other major risk concerns the ongoing need to revise the techniques used in forensic medicine in light of new discoveries and technological advances. Forensic psychiatry in particular is still somewhat controversial because the categories used in psychiatric evaluations do not fi,musculoskeletal; dermatological; psychiatric; hematological,Severe,All ages,Various,No,
D00536,Disease,Fractures,"Fractures line identification Linear fractures have a break that runs parallel to the bone’s main axis or in the direction of the bone’s shaft. For example, a linear fracture of the arm bone could extend the entire length of the bone. Oblique and transverse fractures differ in that an oblique fractu",musculoskeletal; dermatological; psychiatric; infectious,Unknown,All ages,Various,No,
D00537,Disease,Fragile X syndrome,"Fragile X syndrome is the most common form of inherited intellectual disabilities (ID). Individuals with this condition have developmental delay, variable levels of ID, and behavioral and emotional difficulties. They may also have characteristic physical traits. Generally, males are affected with mo",cardiovascular; neurological; gastrointestinal; musculoskeletal,Severe,Children; Adults/Elderly,Various,No,
D00538,Disease,Friedreich’s ataxia,"Friedreich’s ataxia (FA) is an inherited, progressive nervous system disorder causing loss of balance and coordination.",cardiovascular; neurological; psychiatric,Unknown,All ages,Various,No,Autosomal Recessive
D00539,Disease,Frostbite and frostnip,Frostbite is the term for damage to the skin and other tissues caused by freezing. Frostnip is a milder form of cold injury; it is sometimes described as the first stage of frostbite.,cardiovascular; immunological; dermatological; psychiatric,Mild,All ages,Various,No,
D00540,Disease,Fugu poisoning,"Fugu poisoning occurs when a person eats the flesh of a fugu, also known as a puffer fish, which contains lethal toxins.",,Critical,All ages,Various,No,
D00541,Disease,165–167.,Functional endoscopic sinus surgery (FESS) is a minimally invasive surgical procedure that opens up sinus air cells and sinus ostia (openings) with an endoscope. The use of FESS as a sinus surgical method has now become widely accepted. The term ‘‘functional’’ is meant to distinguish this type of en,musculoskeletal; infectious; ophthalmological,Unknown,All ages,Various,No,
D00542,Disease,Galactorrhea,"Galactorrhea is the secretion of breast milk in men, or in women who are not breastfeeding an infant.",neurological; gastrointestinal; endocrine; reproductive,Severe,Infants; Children,Various,No,
D00543,Disease,Galactosemia,"Galactosemia is an inherited disease in which the transformation of galactose to glucose is blocked, allowing galactose to increase to toxic levels in the body. If galactosemia is untreated, high levels of galactose cause vomiting, diarrhea, lethargy, low blood sugar, brain damage, jaundice, liver e",neurological; gastrointestinal; dermatological; infectious,Critical,Infants,Various,No,
D00544,Disease,Gallbladder cancer,"Cancer of the gallbladder is cancer of the pearshaped organ that lies on the undersurface of the liver. The basic function of the gallbladder is to store bile, a fluid produced by the liver that is essential in the proper digestion of fats. The gallbladder in adult Although the basic cause of gallbl",gastrointestinal; renal; infectious; oncological,Unknown,Adults/Elderly,C00-D49,No,
D00545,Disease,Gallbladder x rays,"A normal scan shows a gallbladder without gallstones. There will be no evidence of growths or tumors, and no signs of infection or swelling. The normal gallbladder fills with bile and secretes it through the bile duct without blockages. This is an x-ray exam of the gallbladder (GB), a sac-like organ",gastrointestinal; immunological; renal; infectious,Unknown,All ages,Various,No,
D00546,Disease,Karl Finley,"Also known as cholelithotomy, gallstone removal is a procedure that rids the gallbladder of calculus buildup. Gallstones are hardened deposits of digestive fluid that sometimes form in the pear-shaped organ called the gallbladder, which is located on the right side of the abdomen, just below the liv",cardiovascular; gastrointestinal; renal; infectious,Moderate,All ages,Various,No,
D00547,Disease,Gambling disorder,"Gambling disorder (GD), sometimes also called pathological gambling disorder, occurs when a person gambles compulsively to such an extent that the wagering has a severe negative effect on his or her job or career, relationships, mental health, or other important 2080 aspects of life. The person may ",neurological; psychiatric,Severe,All ages,Various,No,
D00548,Disease,Gamma globulin,"U.S. brand names Gamma globulin is a type of protein found in the blood. When Gamma globulins are extracted from the blood of many people and combined, they can be used to prevent or treat infections. Some of the brand names of products that contain Gamma globulin and that are sold in the United Sta",musculoskeletal; immunological; dermatological; infectious,Unknown,All ages,Various,No,
D00549,Disease,Ganglion,"A ganglion is a small, usually hard sac-like swelling or cyst (basically a bump or mass) above a tendon or in the capsule that encloses a joint. As described by the American Academy of Orthopaedic Surgeons, ganglion ‘‘rise out of a joint, like a balloon on a stalk.’’ Also called synovial hernias or ",neurological; musculoskeletal; dermatological; oncological,Unknown,All ages,Various,No,
D00550,Disease,Prevention,Exercises that increase muscle strength and flexibility can prevent ganglions. Warming and cooling down before and after workouts may also decrease the rate of developing ganglions. Eliminating the activity that is straining the affected joint is a good way to reduce the likelihood of ganglion. For ,cardiovascular; musculoskeletal; dermatological; psychiatric,Severe,All ages,Various,No,
D00551,Disease,Gas embolism,"Gas embolism, also called air embolism, is the presence of gas bubbles in the bloodstream that obstruct circulation.",cardiovascular; respiratory; neurological; infectious,Critical,All ages,Various,No,
D00552,Disease,Gastric acid determination,"Gastric acid determination, also known as stomach acid determination, gastric analysis, or basal gastric secretion, is a procedure to evaluate gastric (stomach) function. The test specifically determines the presence of gastric acid, as well as the amount of gastric acid secreted. It is often done i",gastrointestinal; psychiatric; oncological,Unknown,All ages,Various,No,
D00553,Disease,Gastric bypass,A gastric bypass is one type of elective bariatric (weight loss) surgery done on the digestive system to promote weight loss in people who are seriously obese. Gastric bypass surgery is also called malabsorptive surgery because it creates an alternate route for food Gastric bypass New smaller stomac,respiratory; gastrointestinal; renal,Severe,All ages,Various,No,
D00554,Disease,Gastrinoma,"Gastrinomas are tumors associated with a rare gastroenterological disorder known as Zollinger-Ellison syndrome (ZES). They occur primarily in the pancreas and duodenum (beginning of the small intestine) and secrete large quantities of the hormone gastrin, triggering gastric acid production that prod",gastrointestinal; endocrine; oncological,Mild,All ages,Various,No,Genetic/Hereditary
D00555,Disease,Gastritis,"Gastritis commonly refers to inflammation of the lining of the stomach, but the term is often used to cover a variety of symptoms resulting from stomach lining inflammation and symptoms of burning or discomfort. True gastritis comes in several forms and is diagnosed using a combination of tests. In ",gastrointestinal; infectious,Unknown,All ages,Various,No,
D00556,Disease,Gastroenteritis,"Gastroenteritis is a catchall term for infection or irritation of the digestive tract, particularly the stomach and intestine. It is frequently referred to as the stomach or intestinal flu, although the influenza virus is not associated with this illness. Major symptoms include nausea and vomiting, ",cardiovascular; gastrointestinal; infectious; hematological,Severe,Children; Adults/Elderly,Various,No,
D00557,Disease,Gaucher disease,"There are no alternatives to a gastrostomy because the decision to perform it is made when a Gaucher disease is a rare genetic disorder that results in accumulation of fatty molecules called cerebrosides. It can have serious effects on numerous body organs including the liver, spleen, bones and cent",gastrointestinal; musculoskeletal; hematological,Severe,All ages,Various,No,Autosomal Recessive
D00558,Disease,General adaptation syndrome,"for physical activity. However, this initial response can also decrease the effectiveness of the immune system, making persons more susceptible to illness during this phase. Stage 2: Stage of resistance (SR) Stage 2 might also be named the stage of adaptation, instead of the stage of resistance. Dur",cardiovascular; immunological; psychiatric; infectious,Severe,All ages,Various,No,
D00559,Disease,Genetic counseling,Genetic counseling is a communication process by which personal genetic risk information is translated into practical information for families. Genetic counselors are commonly healthcare professionals with specialized training and experience in the areas of medical genetics and counseling. They work,psychiatric; hematological; oncological,Unknown,Infants; Children; Adults/Elderly,Various,No,Genetic/Hereditary
D00560,Disease,Genital herpes,"Genital herpes Herpes virus can also infect a cell and instead of making the cell produce new viruses, it hides inside the cell and waits. Herpes virus hides in cells of the nervous system called ‘‘neurons.’’ This period is called ‘‘latency.’’ A latent virus can remain inside neurons for days, month",neurological; gastrointestinal; infectious,Severe,All ages,Various,No,
D00561,Disease,Genital warts,"Genital warts, which are also called condylomata acuminata or venereal warts, are growths in the genital area caused by a sexually transmitted papillomavirus. A papillomavirus is a virus that produces papillomas, or benign growths on the skin and mucous membranes.",dermatological; infectious,Mild,Adults/Elderly,Various,Yes,
D00562,Disease,Germ cell tumors,"Germ cell tumors (GCTs) are solid tumors which are diagnosed in children, adolescents, and less frequently, in adults. The term germ cell tumor alludes to the term ‘‘germinate’’ rather than to the term ‘‘germ’’ as it relates to bacterial or other related organisms that are capable of causing disease",reproductive; infectious; oncological,Mild,Children; Adolescents; Adults/Elderly,C00-D49,No,Genetic/Hereditary
D00563,Disease,Gerontology,Gerontology is the study or aging and problems that affect people as they age.,psychiatric,Unknown,Adults/Elderly,Various,No,
D00564,Disease,Gestational diabetes,"Sessions are usually held once a week. Frequency of sessions held is based on how long the patient can Gestational diabetes is an abnormal increase blood sugar (glucose) levels that occurs during pregnancy in some women. Unlike other types of diabetes, gestational diabetes first appears during pregn",cardiovascular; gastrointestinal; endocrine; hematological,Unknown,Infants,Various,No,
D00565,Disease,GI bleeding studies,GI bleeding studies uses radioactive materials in the investigation of bleeding from the gastrointestinal (GI) tract. These studies go under various names such as ‘‘GI bleeding scans’’ or ‘‘tagged red blood cell scans.’’ They are performed and interpreted by radiologists (physicians who specialize i,cardiovascular; gastrointestinal; endocrine; hematological,Unknown,Infants,Various,No,
D00566,Disease,Giardiasis,"Giardiasis is a common intestinal infection spread by eating contaminated food, drinking contaminated water, or through direct contact with the organism that causes the disease, Giardia lamblia. Giardiasis is found throughout the world and is a common cause of traveller’s diarrhea. In the United Sta",gastrointestinal; psychiatric; infectious,Critical,Children; Adults/Elderly,Various,No,
D00567,Disease,Ginkgo biloba,"Ginkgo biloba is an herbal dietary supplement made from the leaves of the tree Ginkgo biloba. Purpose Ginkgo biloba, sometimes called bai guo, has been used in Traditional Chinese Medicine (TCM) for about 5,000 years to treat memory loss, mood, nerve, circulatory and many other health problems. Gink",neurological; psychiatric; hematological,Unknown,All ages,Various,No,
D00568,Disease,Ginseng,"Ginseng refers to two closely related herbs of the genus Panax. Asian ginseng (P. ginseng) and American ginseng (P. quinquefolius) have traditionally been used for healing. Asian ginseng is also known as Korean red ginseng, Chinese ginseng, Japanese ginseng, ginseng radix, ninjin, sang, and ren shen",,Unknown,All ages,Various,No,
D00569,Disease,Glaucoma,"Glaucoma is a condition in which the optic nerve is subject to damage—usually, but not always, because of excessively high intraocular pressure (pressure within the eye, also called IOP). If untreated, the optic nerve damage results in progressive, permanent vision loss, starting with unnoticeable b",neurological; immunological; hematological; oncological,Unknown,Infants,Various,No,
D00570,Disease,Gleason score,"The Gleason score is a method of grading the likely speed of spread of prostate cancer on a scale from 2–10. It was developed in 1977 by Dr. Donald Gleason. Purpose The Gleason score, in addition to prostate specific antigen (PSA) levels and a biopsy, helps determine the likely growth of prostate ca",neurological; endocrine; renal; reproductive,Moderate,All ages,Various,No,
D00571,Disease,Glucose-6-phosphate dehydrogenase deficiency,"Glucose-6-phosphate dehydrogenase deficiency is an inherited condition caused by a defect or defects in the gene that codes for the enzyme, glucose-6phosphate dehydrogenase (G6PD). It can cause hemolytic anemia, varying in severity from life-long anemia, to rare bouts of anemia to total unawareness ",infectious; hematological,Unknown,All ages,Various,No,X-linked
D00572,Disease,Glycogen storage diseases,"Glycogen serves as the primary fuel reserve for the body’s energy needs. Glycogen storage diseases, also known as glycogenoses, are genetically linked metabolic disorders that involve the enzymes regulating glycogen metabolism. Symptoms vary by the glycogen storage disease (GSD) type and can include",gastrointestinal; musculoskeletal; endocrine; renal,Severe,Adults/Elderly,Various,No,
D00573,Disease,Goiter,Goiter refers to any visible enlargement of the thyroid gland.,respiratory; gastrointestinal; musculoskeletal; endocrine,Moderate,Children,Various,No,
D00574,Disease,Gonadal dysgenesis see Turner syndrome,"Gonorrhea is a highly contagious sexually transmitted infection (STI) or disease (STD) caused by the bacterium Neisseria gonorrhoeae. These bacteria grow in the urethra and in warm, moist parts of the reproductive tract, including the cervix, uterus, and fallopian tubes of women. The bacteria also c",reproductive; infectious; ophthalmological,Severe,All ages,Various,Yes,
D00575,Disease,Gout,"Gout is a form of acute arthritis that causes severe pain and swelling in the joints. It most commonly affects the big toe, but may also affect the heel, ankle, hand, wrist, or elbow. It affects the spine often enough to be a factor in back pain. Gout usually comes on suddenly, goes away after 5–10 ",neurological; gastrointestinal; musculoskeletal; renal,Severe,All ages,Various,No,
D00576,Disease,Graft-vs.-host disease,Graft-vs.-host disease is an immune attack on the recipient by cells from a donor.,gastrointestinal; musculoskeletal; immunological; dermatological,Moderate,All ages,Various,No,
D00577,Disease,treat the transplant.,"Granuloma inguinale is a sexually transmitted infection that affects the skin and mucous membranes of the anal and genital areas. Its name is derived from granuloma, a medical term for a mass or growth of granulation tissue, and inguinale, a Latin word that means located in the groin. Granulation ti",immunological; dermatological; infectious; hematological,Moderate,All ages,Various,No,
D00578,Disease,Grief counseling,"Grief counseling refers to a specific form of therapy, or a focus in general counseling with the goal of helping the individual grieve and address personal loss in a healthy manner. Grief counseling is offered individually by psychologists, clergy, counselors or social workers, in groups led by prof",dermatological; psychiatric,Unknown,All ages,Various,No,
D00579,Disease,Guided imagery,"Guided imagery is the use of relaxation and mental visualization to improve mood and/or physical well-being. G AL E E N CY C LO PE DI A O F M E D IC I NE , 5 T H E DI T IO N Guided imagery is simply the use of one’s imagination to promote mental and physical health. It can be self-directed, where th",musculoskeletal; psychiatric; ophthalmological,Unknown,All ages,Various,No,
D00580,Disease,Guillain-Barré syndrome,"Guillain-Barré syndrome (GBS), also called acute idiopathic polyneuritis, acute inflammatory polyneuropathy, infectious polyneuritis, and Landry-Guillain-Barré syndrome, causes progressive muscle weakness and paralysis, which develops over days or up to four weeks and lasts several weeks to severa",neurological; gastrointestinal; musculoskeletal; immunological,Severe,All ages,Various,No,
D00581,Disease,"(accessed December 2, 2014).","Infection occurs when the parasitic guinea worm resides within the body. Infection is not apparent until a pregnant female worm prepares to expel embryos. The infection is rarely fatal, but the latter stage is painful. The infection is also referred to as dracunculiasis, and less commonly as dracont",gastrointestinal; dermatological; infectious,Critical,Adults/Elderly,Various,No,
D00582,Disease,Gulf War syndrome,Gulf War syndrome describes a wide spectrum of illnesses and symptoms ranging from asthma to sexual dysfunction that have been reported by United States and United States’ allied soldiers who served in the Persian Gulf War in 1990–1991.,respiratory,Unknown,All ages,Various,No,
D00583,Disease,Gynecomastia,"Gynecomastia Pall, Martin L. Explaining ‘Unexplained Illnesses’: Disease Paradigm for Chronic Fatigue Syndrome, Multiple Chemical Sensitivity, Fibromyalgia, Post-Traumatic Stress Disorder, and Gulf War Syndrome. Binghamton, NY: Harrington Park Press, 2007. Gynecomastia typically results from a combi",respiratory; gastrointestinal; endocrine; renal,Unknown,All ages,Various,No,Genetic/Hereditary
D00584,Disease,H1N1 influenza A,"Pandemic 2009 H1N1 influenza, initially termed a swine flu, is an infectious respiratory disease caused by a subtype of the influenza A virus first identified in April 2009. It is also denoted as the A (H1N1) virus. The virus and associated influenza spread rapidly around the world, and on June 11, ",respiratory; gastrointestinal; infectious,Critical,All ages,Various,Yes,Genetic/Hereditary
D00585,Disease,H-2 blockers,"H-2 blockers Cordyceps (Cordyceps sinensis) to modulate and allegedly boost the immune system and improve respiration.  Eucalyptus (Eucalyptus globulus) or peppermint (Mentha piperita) essential oils added to a steam vaporizer to help clear chest and nasal congestion.  H-2 blockers and swelling, a",cardiovascular; gastrointestinal; immunological; oncological,Unknown,All ages,Various,No,
D00586,Disease,www.acg.gi.org.,"Hair transplantation is a surgical procedure used to treat baldness or hair loss (alopecia). Typically, tiny patches of scalp are removed from the back and sides of the head and implanted in the bald spots in the front and top of the head. Purpose Hair transplantation is a cosmetic procedure perform",dermatological,Moderate,All ages,Various,No,
D00587,Disease,Hairy cell leukemia,"Hairy cell leukemia is a disease in which a type of white blood cell called the lymphocyte, present in the blood and bone marrow, becomes malignant and proliferates. It is called hairy cell leukemia because the cells have tiny hair-like projections when viewed under the microscope.",musculoskeletal; infectious; hematological; oncological,Unknown,Adults/Elderly,C00-D49,No,Genetic/Hereditary
D00588,Disease,"(800) 374-2721, http://www.apa.org/.",Hammertoe is a condition in which the toe is bent in a claw-like position. It can be present in more than one toe but is most common in the second toe.,neurological; musculoskeletal; dermatological; hematological,Unknown,All ages,Various,No,
